year;index;data-afisare;data-creare;data-cerere;nr.cerere;regim-h;actiune;tip-lucrari;adresa;titlu
2015;47;13-01-2015;03-12-2014;433327;28-11-2014;D+P+E;continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Toamnei, nr. 5";"CONTINUARE DE LUCRARI FARA MODIFICARE DE SOLUTIE LA CASA DE VACANTA CU REGIM DE INALTIME D+P+E, STATIE DE EPURARE ECOLOGICA, AMENAJARI EXTERIOARE, IMPREJMUIRE PROPRIETATE AUTORIZATE CU A.C. NR.1119 DIN 09.09.2010."
2015;48;13-01-2015;12-12-2014;428263;25-11-2014;;reabilitare termica;imprejmuire,hala;"judetul Cluj, Strada Orastiei, nr. 10";"COMPARTIMENTARI INTERIOARE, RECONFIGURARE ETAJ PARTIAL ŞI REABILITARE TERMICA HALA, ÎMPREJMUIRE."
2015;49;13-01-2015;23-12-2014;440394;04-12-2014;Dp+P+E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Strada Ladea Romul, nr. 112A";"CASĂ UNIFAMILIALĂ Dp+P+E, AMENAJARI EXTERIOARE."
2015;50;13-01-2015;22-12-2014;448266;10-12-2014;;extindere,modificari interioare,amenajare;locuinte unifamiliale-izolate,imprejmuire,acoperis;"judetul Cluj, Strada Ceahlau, nr. 9";"MODIFICARI INTERIOARE, EXTINDERE, AMENAJARE MANSARDA IN POD EXISTENT (FARA MODIFICARE FORMA SARPANTA) SI IZOLARE TERMICA LOCUINTA, REFACERE ÎMPREJMUIRE."
2015;51;14-01-2015;18-12-2014;446194;09-12-2014;;extindere,etajare,modificari interioare,modificare solutie,amenajare;locuinte unifamiliale-izolate,locuinte colective,amenajari exterioare;"judetul Cluj, Strada Fabricii, nr. 114";"MODIFICARE DE SOLUTIE CONSTRUCTIVA LA A.C. NR.866 DIN 17.07.2013 ELIBERATA PENTRU „EXTINDERE SI SUPRAETAJARE CASA DE LOCUIT, AMENAJARI EXTERIOARE” Nr. final de apartamente in incinta: 2. Modificari propuse: modificari interioare si la fatade – cu incadrarea in limitele avizelor si acordurilor obtinute pentru autorizatia initiala."
2015;52;14-01-2015;04-12-2014;433795;28-11-2014;;renovare,modificari interioare;comert,amenajari interioare;"judetul Cluj, Strada Dragalina, general, nr. 116";"REFATADIZARE SI RECOMPARTIMENTARE IMOBIL CU TRANSFORMAREA DIN 5 UNITATI LOCATIVE IN 3 UNITATI LOCATIVE SI PASTRAREA SPATIULUI COMERCIAL DE LA DEMISOL"
2015;53;14-01-2015;02-12-2014;426049;24-11-2014;;etajare,modificari interioare,continuare lucrari;locuinte colective;"judetul Cluj, Strada Arad, nr. 22, ap. 1";"CONTINUAREA LUCRARILOR DE MODIFICARI INTERIOARE SI MANSARDARE APARTAMENT FARA MODIFICAREA SOLUTIEI AUTORIZATE CU A.C. NR.1465 DIN 04.09.2007, NR.845 DIN 27.07.2010 SI NR.1346 DIN 02.12.2011."
2015;54;14-01-2015;09-12-2014;420086;19-11-2014;P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Macesului, nr. 23";"CONSTRUIRE CASA UNIFAMILIALA P+E IN REGIM CUPLAT, IMPREJMUIRE SI AMENAJARI EXTERIOARE  ."
2015;55;14-01-2015;09-12-2014;420090;19-11-2014;;construire;locuinte unifamiliale-cuplate,imprejmuire;"judetul Cluj, Strada Macesului, nr. 23A";"CONSTRUIRE 2 LOCUINTE FAMILIALE CUPLATE, CONF PUD NR 351/2008, IMPREJMUIRE TEREN"
2015;56;14-01-2015;05-12-2014;417326;18-11-2014;D+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, zona V.Chintaului str.E, nr. 24 prov";"CASA UNIFAMILIALA D+P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE"
2015;57;14-01-2015;16-12-2014;433318;28-11-2014;D+P+5E+Eretras;construire,modificare solutie;acoperis;"judetul Cluj, Strada Ladea Romul, nr. 27";"MODIF SOL C-TIVA AUT CU A.C. nr.1654/30.12.2013 -CONSTRUIRE CORP C3 CU REGIM D+P+5E+Eretras CU 26 AP SI AM 24 LOCURI DE PARCARE SUBTERANE. Modif propuse: renuntare la etajul tehnic, recomp int, modif acoperis si fatade – se incadreaza in limitele avizelor si acordurilor obtinute.Lucrarile au fost incepute in baza A.C. nr.222/22.02.2013."
2015;58;14-01-2015;23-12-2014;456409;16-12-2014;;construire;;"judetul Cluj, Strada Rousseau J. J., nr. 10, et. P, ap. 41";"DOUĂ  BALCOANE ÎNCHISE  ."
2015;59;15-01-2015;09-12-2014;428448;25-11-2014;;extindere;comert;"judetul Cluj, Strada Fabricii, nr. 12";"REAMENAJRE SI EXTINDERE BRUTARIE IN INTERIOARUL SPATIULUI COMERCIAL"
2015;60;15-01-2015;18-12-2014;450377;11-12-2014;;extindere,etajare,amenajare;amenajari exterioare;"judetul Cluj, BUJORULUI, STRADA, nr. 17";"EXTINDERE SI ETAJARE CORP C1, AMENAJARI EXTERIOARE"
2015;61;15-01-2015;28-11-2014;421267;20-11-2014;S+P+E;continuare lucrari;locuinte unifamiliale-izolate;"judetul Cluj, Strada Uliului, nr. 32";"CONTINUARE DE LUCRARI LA CASA UNIFAMILIALA S+P+E SI PISCINA AUTORIZATE CU A.C. NR.348 DIN 24.03.2009."
2015;62;15-01-2015;28-11-2014;421274;20-11-2014;P+E;continuare lucrari;locuinte unifamiliale-izolate;"judetul Cluj, Strada Uliului, nr. 32";"CONTINUARE DE LUCRARI LA CASA DE OASPETI P+E AUTORIZATA CU A.C. NR.348 DIN 24.03.2009."
2015;63;15-01-2015;23-12-2014;459305;18-12-2014;;amplasare;marcare;"judetul Cluj, Bulevard 21 Decembrie 1989, nr. 17, ap. 3-4";"MONTAREA   DE   FIRME LUMINOASE     ÎN SISTEM PROVIZORIU ŞI DEMONTABIL  pe durata existenţei   contractului de închiriere  ."
2015;64;15-01-2015;15-01-2015;414212;17-11-2014;P;amenajare;terasa sezoniera;"judetul Cluj, BP.HASDEU, nr. 43A";"Amenajare terasa sezoniera cu reg.P"
2015;65;15-01-2015;03-12-2014;401908;07-11-2014;;consolidare;;"judetul Cluj, DONATH";"CONSOLIDAREA ZONELOR SUPUSE ALUNECARILOR DE TEREN STR.DONATH FN."
2015;66;15-01-2015;11-12-2014;444213;08-12-2014;D+P+M;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Pluto , nr. 7";"LOCUINTA UNIFAMILIALA D+P+M, IMPREJMUIRE TEREN SI AMENAJARI EXTERIOARE"
2015;67;15-01-2015;15-01-2015;441515;05-12-2014;P+M;construire;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, DONATH, nr. 222A";"CASA FAMILIALA CU REG. P+M,imprejmuire teren"
2015;68;16-01-2015;11-12-2014;440191;04-12-2014;;modificari interioare,modificare solutie;birouri,amenajari interioare,hala;"judetul Cluj, Bulevard Muncii, nr. 18";"MODIFICARE DE SOLUTIE CONSTRUCTIVA LA A.C. NR.1439/23.12.2011 EMISA PENTRU „MODIFICARI INTERIOARE LA HALA EXISTENTA - RECOMPARTIMENTARI INTERIOARE” Modificari propuse: realizare birouri administrative si platforme de depozitare pe 3 nivele  in interiorul halei - cu incadrarea in limitele avizelor si acordurilor obtinute pentru autorizatia initiala."
2015;69;16-01-2015;18-12-2014;454150;15-12-2014;;construire;imprejmuire;"judetul Cluj, Strada Eminescu Mihai, nr. 10";"REFACERE ÎMPREJMUIRE  TEREN PROPRIETATE PRIVATĂ ( pe latura nordică a imobilului)  ,"
2015;70;16-01-2015;23-12-2014;456549;16-12-2014;;amplasare;marcare;"judetul Cluj, Bulevard 21 Decembrie 1989, nr. 68";"MONTAREA   UNEI   FIRME LUMINOASE     ÎN SISTEM PROVIZORIU ŞI DEMONTABIL  pe durata existenţei   contractului de închiriere  ."
2015;71;16-01-2015;05-01-2015;463724;22-12-2014;;etajare;locuinte unifamiliale-izolate;"judetul Cluj, Strada Tractoristilor, nr. 15";"MANSARDARE CASĂ FAMILIALĂ."
2015;72;16-01-2015;11-12-2014;440771;05-12-2014;;reabilitare termica;;"judetul Cluj, Aleea Scarisoara, nr. 8";"REABILITARE TERMICA A BLOCULUI DE LOCUINTE – ALEEA SCARISOARA NR. 8"
2015;73;19-01-2015;15-12-2014;450806;12-12-2014;S+P+1E;extindere,etajare,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Aron Densusianu, nr. 19";"EXTINDERE SI SUPRAETAJARE LOCUINTA UNIFAMILIALA S+P+1E, IMPREJMUIRE GARD LA STRADA SI AMENAJARI EXTERIOARE"
2015;74;19-01-2015;04-12-2014;423557;21-11-2014;S+P+2E;construire,amenajare;locuinte colective,imprejmuire,amenajari exterioare;"judetul Cluj, nr. 46C";"IMOBIL CU 6 APARTAMENTE S+P+2E, IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2015;75;19-01-2015;19-12-2014;446024;09-12-2014;S+P+2E;construire,amenajare;locuinte colective,imprejmuire,amenajari exterioare;"judetul Cluj, Constantin Nottara, nr. 46";"IMOBIL CU 6 APARTAMENTE S+P+2E, IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2015;76;19-01-2015;17-12-2014;436210;02-12-2014;;amplasare;birouri;"judetul Cluj";"AMPLASARE FIRMA – BIROU NOTARIAL in sistem provizoriu si demotabil"
2015;77;19-01-2015;09-12-2014;410022;13-11-2014;P+E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj";"CASA UNIFAMILIALA P+E SI AMENAJARI EXTERIOARE"
2015;78;19-01-2015;15-12-2014;444825;09-12-2014;D+P+1E;renovare,amenajare;imprejmuire,amenajari exterioare,amenajari interioare;"judetul Cluj, Zrinyi Miklos, nr. 12";"RENOVARE SI REAMENAJARI INTERIOARESI EXTERIOARE IMOBIL DE LOCUIT D+P+1E, AMENAJARI EXTERIOARE SI REFACERE IMPREJMUIRE"
2015;79;19-01-2015;10-12-2014;445397;09-12-2014;P+2E;construire,amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, Frantz Liszt, nr. 24";"IMOBIL CU 3 APARTAMENTE P+2E SI AMENAJARI EXTERIOARE"
2015;80;19-01-2015;16-12-2014;443797;08-12-2014;S+P+1E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Stefan Ruha, nr. 17";"CONSTRUIRE CASA UNIFAMILIALA S+P+1E SI AMENAJARI EXTERIOARE."
2015;81;19-01-2015;19-01-2015;432348;27-11-2014;;construire;;"judetul Cluj, E.Grigorescu, nr. 32";"Intrare in legalitate-construire zid de sprijin conf. PVC nr. 0041656 din 5.11.2014 intocmit de Serv. Control Urbanism."
2015;82;19-01-2015;12-12-2014;435898;02-12-2014;;reparatie;imprejmuire;"judetul Cluj, Strada Hateg, nr. 16";"REPARATII IMPREJMUIRE EXISTENTA SI INLOCUIRE PANOURI GARD"
2015;83;19-01-2015;11-12-2014;443796;08-12-2014;;construire;imprejmuire;"judetul Cluj, Strada Cantonului, nr. 9";"CONSTRUIRE STATIE DE BETONARE, STATIE ASFALT, STATIE EMULSIE, IMPREJMUIRE"
2015;84;19-01-2015;19-01-2015;443196;08-12-2014;2S+P+3E+Eretras;construire;locuinte colective,imprejmuire;"judetul Cluj, TAIETURA  TURCULUI, nr. 13-15-17";"Intrare in legalitate conform PVCSCseria PL 0041655 DIN 6.10.2014 incheiat de Serv. Control Urbanism. Imobil de locuinte colective cu reg. 2S+P+3E+Eretras,imprejmuire teren-proiect autorizat cu AC nr. 2086 din 29.12.2008"
2015;85;20-01-2015;20-01-2015;433696;28-11-2014;;construire,modificare solutie,continuare lucrari;;"judetul Cluj, Baba Novac, nr. 20";"Continuare de lucrari si modificarea solutiei constructive autorizate cu nr. 1418 din 28.10.2013. Modificarile propuse:refacerea scariide acces la etajul 3,construirea unui podest la etaj 3,mutarea usii de acces in ap. 6 cu incadrarea in limiyele si studiile obtinute."
2015;86;23-01-2015;12-01-2015;460652;18-12-2014;;amplasare;marcare;"judetul Cluj, Strada Vlaicu Aurel, nr. 11, ap. 29";"ÎNLOCUIRE GRAFICA LA FIRMA LUMINOASĂ EXISTENTĂ ŞI MONTAREA A DOUĂ   FIRME  NELUMINOASE     ÎN SISTEM PROVIZORIU ŞI DEMONTABIL  pe durata existenţei   contractului de închiriere  ."
2015;87;23-01-2015;19-01-2015;15840;14-01-2015;;consolidare;;"judetul Cluj, PIATA UNIRII, nr. 7";"CONSOLIDARE ŞI REABILITARE IMOBIL EXISTENT."
2015;88;23-01-2015;23-01-2015;3416;06-01-2015;;construire;imprejmuire;"judetul Cluj, Frantz liszt, nr. 26";"IMPREJMUIRE PROPRIETATE TEREN"
2015;89;23-01-2015;13-01-2015;466940;29-12-2014;P+M;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Drumul Sfântu Ion, nr. 137";"CONSTRUIRE CASA DE VACANTA CU REGIM DE INALTIME P+M, MICROSTATIE DE EPURARE SI AMENAJARI EXTERIOARE"
2015;90;23-01-2015;14-01-2015;466945;29-12-2014;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Stanjeneilor, nr. 9";"CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME S+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE  ."
2015;91;23-01-2015;13-01-2015;460599;18-12-2014;;construire,etajare;garaj;"judetul Cluj, Strada Hossu Iuliu, cardinal, nr. 41";"REABILITARE SI MANSARDARE IMOBIL EXISTENT, CONSTRUIRE GARAJ SUBTERAN."
2015;92;23-01-2015;20-01-2015;21541;19-01-2015;P;amenajare;;"judetul Cluj, Vest din PUZ";"AMENAJARE DRUM DE ACCES – STRADA VEST, CONFORM P.U.Z. APROBAT CU H.C.L. nr.305/3008."
2015;93;23-01-2015;15-01-2015;12430;12-01-2015;D+P+2E;construire,amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, BOCSKAI ISTVAN , nr. 5, bl. A3";"INTRARE IN LEGALITATE CONFORM PROCESULUI VERBAL DE CONSTATARE SI SANCTIONARE A CONTRAVENTIILOR NR.0041692/28.07.2014 PENTRU CONSTRUIRE IMOBIL DE LOCUINTE COLECTIVE -BLOC A3 CU REGIM DE INALTIME D+P+2E-A.C.NR.36/01.02.2008 SI AMENAJARI EXTERIOARE."
