year;index;data-afisare;data-creare;data-cerere;nr.cerere;regim-h;actiune;tip-lucrari;adresa;titlu
2017;11;12-01-2017;19-12-2016;523118;15-12-2016;;extindere,bransare;;"judetul Cluj, MIKSZATH KALMAN  NR. 52D";"EXTINDERE  CONDUCTĂ  GAZ DE PRESIUNE REDUSĂ ŞI    BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2017;12;12-01-2017;22-12-2016;524917;15-12-2016;;bransare;;"judetul Cluj, DINICU GOLESCU NR.4";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2017;13;12-01-2017;22-12-2016;526463;16-12-2016;;bransare;;"judetul Cluj, VASILE VELICAN NR.10";"BRANȘAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2017;14;12-01-2017;12-01-2017;522374;14-12-2016;P+E,P+E,P+3E+M;extindere,etajare,renovare,modificari interioare,modificare solutie,continuare lucrari;spatii cazare,amenajari interioare;"judetul Cluj, Motilor, Cale, nr. 62";"CONTINUARE LUCRARI CU MODIFICAREA SOLUTIEI CONSTRUCTIVE , AUTORIZATE INITIAL CU AC nr.310 din 01.04.2011, AC nr.1263 din 07.10.2013 si AC nr.172 din 18.02.2016 pentru „CLADIRE MULTIFUNCTIONALA P+E, PRIN EXTINDERE SI SUPRAETAJARE CLADIRE EXISTENTA – RECOMPARTIMENTARE SI EXTINDERE IMOBIL DE LA P+E LA P+3E+M SI SUPANTA LA ETAJUL 1, MODIFICARE DESTINATIE IN SPATIU ALIMENTATIE PUBLICA, PISCINA, SPATII FITNESS, SI CAMERE CAZARE” MODIFICARI PROPUSE: RECOMPARTIMENTARI INTERIOARE SI REFATADIZARE, FARA MODIFICAREA REGIMULUI DE INALTIME SI A DIMENSIUNILOR CONSTRUCTIEI,CU INCADRAREA IN LIMITELE AVIZELOR si ACORDURILOR OBTINUTE."
2017;15;12-01-2017;23-12-2016;499694;28-11-2016;;modificari interioare;;"judetul Cluj, Gheorghe Sincai, nr. 3, ap. 1";"MODIFICARI INTERIOARE AP. 1."
2017;16;12-01-2017;12-01-2017;501119;29-11-2016;;bransare;;"judetul Cluj, municipiul Cluj-Napoca, Strada Macesului, nr. 58B";"BRANȘAMENT DE APĂ ȘI RACORD CANAL"
2017;17;12-01-2017;12-01-2017;491456;22-11-2016;;consolidare;locuinte unifamiliale-izolate,amenajari interioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Baladei, nr. 26";"CONSOLIDARE ȘI RECOMPARTIMENTĂRI INTERIOARE LOCUINȚĂ UNIFAMILIALĂ"
2017;18;12-01-2017;12-01-2017;474317;10-11-2016;;amplasare;marcare;"judetul Cluj, municipiul Cluj-Napoca, Bucegi, Strada, nr. 11B";"AMPLASARE FIRME LUMINOASE PE FAȚADE- în sistem provizoriu și demontabil (CINEMA DACIA)"
2017;19;12-01-2017;12-01-2017;501645;29-11-2016;D+P+M;construire;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Vladeasa, nr. 27";"CONSTRUIRE LOCUINȚĂ UNIFAMILIALĂ D+P+M, AMENAJĂRI EXTERIOARE ȘI ÎMPREJMUIRE TEREN"
2017;20;12-01-2017;12-01-2017;482470;16-11-2016;;amplasare;marcare;"judetul Cluj, Primaverii , nr. 106";"AMPLASARE FIRMA LUMINOASA PE FATADA BENEFICIAR: SC RALFI IFN SA"
2017;21;13-01-2017;13-01-2017;523397;15-12-2016;;bransare;;"judetul Cluj, MariSEL, nr. 9";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA"
2017;22;13-01-2017;13-01-2017;522621;14-12-2016;;bransare;;"judetul Cluj, Busuiocului, nr. 35A";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA"
2017;23;13-01-2017;13-01-2017;490854;22-11-2016;;bransare;;"judetul Cluj, Eugen Ionesco, nr. 47";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA"
2017;24;13-01-2017;13-01-2017;523385;15-12-2016;;bransare;;"judetul Cluj, Cerbului, nr. 5";"EXECUTIE BRANSAMENT GAZE NATURALE"
2017;25;13-01-2017;13-01-2017;492225;23-11-2016;;bransare;;"judetul Cluj, Strada Fagetului, nr. 16";"BRANSAMENT DE GAZE NATURALE"
2017;26;13-01-2017;13-01-2017;491267;22-11-2016;Sp+P+E,D+P+E;modificari interioare,continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Viile Nadasel, nr. 38A";"Continuarea lucrarilor si modificarea lucrarilor autorizate cu AC nr. 1228 din 26.09.2013-” Casa unifamiliala cu regimul de inaltime Sp+P+E, imprejmuirea terenului si amenajari exterioare ” Modificarile propuse: modificari interioare, finisaje exterioare ,interioare si amenajari exterioare cu incadrarea in avizele si acordurile obtinute. Regimul de inaltime D+P+E"
2017;27;16-01-2017;16-01-2017;477625;14-11-2016;;amplasare;marcare;"judetul Cluj, AurEL VLAICU, nr. 1, et. 144/1";"SCHIMBARE TAMPLARIE FATADA AMPLASARE FIRMA LUMINOASA"
2017;28;16-01-2017;09-12-2016;477974;14-11-2016;Sp+P+E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Strada Fabricii de Caramida, nr. 13A";"LOCUINTA UNIFAMILIALA CU REGIM DE INALTIME Sp+P+E SI AMENAJARI EXTERIOARE."
2017;29;16-01-2017;16-01-2017;477642;14-11-2016;;schimbare destinatie;comert,servicii;"judetul Cluj, AurEL VALICU, nr. 1, bl. 144/1";"SCHIMBARE DE DESTINATIE DIN SPATIU COMERCIAL IN SERVICII PROFESIONALE"
2017;30;16-01-2017;16-12-2016;483798;17-11-2016;;construire;;"judetul Cluj, D.D.ROȘCA nr. 7A";"BRANSAMENT APA"
2017;31;16-01-2017;21-12-2016;521133;14-12-2016;;construire;;"judetul Cluj, Bună Ziua  nr. 41B bl. M6C";"BRANSAMENT DE APA, RACORD CANAL MENAJER SI RACORD CANAL PLUVIAL PT. IMOBILUL DE LOCUINTE"
2017;32;16-01-2017;21-12-2016;521138;14-12-2016;;construire;;"judetul Cluj, Bună Ziua  nr. 41B bl. M7D";"BRANSAMENT DE APA, RACORD CANAL MENAJER SI RACORD CANAL PLUVIAL"
2017;33;16-01-2017;16-01-2017;521682;14-12-2016;;bransare;;"judetul Cluj, PRIVIGHETORII  NR. 2";"BRANȘAMENT APĂ   ȘI  RACORD CANAL MENAJER ."
2017;34;16-01-2017;22-12-2016;526465;16-12-2016;;bransare;;"judetul Cluj, Strada Basarabia";"BRANSAMENT GAZE NATURALE"
2017;35;16-01-2017;16-01-2017;491705;22-11-2016;;amenajare;comert;"judetul Cluj, Cale Manastur, nr. 109A";"REAMENAJARE IN VEDEREA REALIZARII UNUI SINGUR SPATIU COMERCIAL"
2017;36;16-01-2017;16-01-2017;540121;28-12-2016;;bransare,amplasare;;"judetul Cluj, DIMITRIE BOLINTINEANU   NR. 12";"REAMPLASARE BRANSAMENT  DE GAZE NATURALE DE PRESIUNE REDUSA EXISTENT  ( in montaj subteran) ȘI  P.R."
2017;37;16-01-2017;03-01-2017;540134;28-12-2016;;bransare;;"judetul Cluj, REGINA MARIA  NR.5A";"BRANSAMENT  DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,    P.R."
2017;38;16-01-2017;04-01-2017;541106;29-12-2016;;bransare;;"judetul Cluj, GALAȚI nr. 28 provizoriu";"BRANSAMENT DE  APĂ ȘI RACORD CANAL MENAJER."
2017;39;16-01-2017;16-01-2017;272399;17-06-2016;;amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, Strada Rodnei, nr. 42";"CORP "B"-LOCUINTE COLECTIVE S+P+5E+2Eretrase, AMENAJARI EXTERIOARE"
2017;40;16-01-2017;16-01-2017;489203;21-11-2016;;schimbare destinatie;;"judetul Cluj, municipiul Cluj-Napoca, Strada Albini Septimiu, nr. 105";"REABILITARE CORP C2 ȘI SCHIMBARE DE DESTINAȚIE"
2017;41;16-01-2017;16-01-2017;272401;17-06-2016;PARTER;amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, Strada Rodnei, nr. 42";"CORP "C"-LOCUINTE COLECTIVE CU GRADINITA LA PARTER S+P+5E+2Eretrase, AMENAJARI EXTERIOARE"
2017;42;16-01-2017;16-01-2017;389243;14-09-2016;;amplasare;marcare;"judetul Cluj, Piata Unirii nr 13 ap 5";"MODIFICARE GOL, SCHIMBARE TAMPLARIE SI AMPLASARE FIRMA LUMINOASA PE FATADA AMPLASARE FIRMA – in sistem provizoriu si demontabil Durata de existenta: pe perioada desfasurarii activitatii firmei In urmatoarele conditii: Este interzisa folosirea in orice fel a luminii intermitente, pulsatorii etc in cadrul firmelor sau vitrinelor"
2017;43;16-01-2017;16-01-2017;532977;21-12-2016;;construire;;"judetul Cluj, Sebastian Mihail nr 20";"BRANSAMENT APA"
2017;44;16-01-2017;16-01-2017;458616;02-11-2016;;modificari interioare,amplasare;locuinte unifamiliale-izolate,servicii,marcare,amenajari interioare;"judetul Cluj, Mehedinti,, nr. 90, bl. S2, ap. 3";"SCHIMBARE PARTIALA DESTINATIE AP.3  DIN LOCUINTA IN SPATIU SERVICII PROFESIONALE RECOMPARTIMENTARE, REALIZARE ACCES DIN STRADA, AMPLASARE FIRMA LUMINOASA"
2017;45;16-01-2017;16-01-2017;519707;13-12-2016;;construire;;"judetul Cluj, Dumbrava Rosie nr 23A";"Intrare in legalitate „Platforma de beton armat si copertina” conform Procesului Verbal de Constatare si Sanctionare a Contraventiilor Seria PL Nr 0041727 din 12.01.2016 intocmit de Serviciul Control Urbanism si Disciplina in Constructii-Directia Politia Comunitara"
2017;46;16-01-2017;16-01-2017;532039;20-12-2016;;bransare;;"judetul Cluj, municipiul Cluj-Napoca, Papilian Victor, Strada, nr. 23";"BRANSAMENT GAZE NATURALE SI POST REGLARE GAZE NATURALE PRESIUNE REDUSA"
2017;47;16-01-2017;16-01-2017;444452;21-10-2016;;modificari interioare,amenajare;locuinte colective,amenajari interioare;"judetul Cluj, Strada Gospodarilor, nr. 22, ap. 1";"Recompartimentare apartament - amenajare loc de baie pentru apartamentul nr.1, in suprafata de 5.00mp,conform Sentintei Civile nr.1832/2014 a Judecatoriei Cluj-Napoca pronuntata in dosarul nr. 13410/211/2012"
2017;48;18-01-2017;18-01-2017;495936;24-11-2016;D+P+E;construire,modificare solutie,amenajare;locuinte unifamiliale-izolate,locuinte colective,imprejmuire,amenajari exterioare;"judetul Cluj, LUMINII, nr. 4";"MODIFICAREA SOLUTIEI CONSTRUCTIVE PE PARCURSUL EXECUTIEI LUCRARILOR AUTORIZATA INITIAL CU AC 1568 DIN 09.12.2013 PENTRU „CONSTRUIRE CASA FAMILIALA CU DOUA APARTAMENTE D+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE” MODIFICARI PROPUSE:  MODIFICARI PLACARI DECORATIVE PE FATADE, MODIFICAREA SOLUTIEI DE IMPREJMUIRE, CU INCADRAREA IN LIMITELE AVIZELOR si ACORDURILOR OBTINUTE"
2017;49;18-01-2017;20-12-2016;499840;28-11-2016;;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Ion Ionescu de la Brad, nr. 31";"LOCUINTA SEMICOLECTIVA CU DOUA UNITATI LOCATIVE, IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2017;50;18-01-2017;18-01-2017;457643;01-11-2016;;extindere,etajare;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, Trambitasului , nr. 32";"ETAJARE SI EXTINDERE LOCUINTA UNIFAMILIALA EXISTENTA, IMPREJMUIRE PROPRIETATE"
2017;51;18-01-2017;18-01-2017;461397;03-11-2016;;amenajare;;"judetul Cluj, municipiul Cluj-Napoca, Strada Muresanu Andrei, nr. 35";"AMENAJARE MANSARDĂ ÎN POD EXISTENT"
2017;52;19-01-2017;19-01-2017;523415;15-12-2016;;amenajare;;"judetul Cluj, Streiului nr 18";"AMENAJARE SPATIU VERDE SI LOC PENTRU FUMAT EXTERIOR"
2017;53;19-01-2017;19-01-2017;540506;29-12-2016;PARTER;extindere;balcon;"judetul Cluj, Primaverii nr 8, Bl S1, sc 8, parter, ap 267";"BALCON INCHIS LA PARTER"
2017;54;20-01-2017;20-01-2017;503206;05-12-2016;P+E;modificari interioare,modificare solutie;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, Cisnadie, nr. 6A";"MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1046/13.07.2016-LOCUINTA FAMILIALA CU 2 UNITATI LOCATIVE P+E, IMPREJMUIRE Modificari:realizare subsol, modificari interioare si de fatade, reducerea amprentei cladirii la sol cu incadrarea in limitele avizelor si acordurilor initiale"
2017;55;20-01-2017;11-10-2016;490815;22-11-2016;;amplasare;marcare;"judetul Cluj, Strada Almasului, nr. 5, ap. 21";"AMPLASARE FIRME LUMINOASE PE FATADA IMOBIL CU CARACTER PROVIZORIU SI DEMONTABIL."
2017;56;20-01-2017;18-11-2016;460016;02-11-2016;;modificari interioare,modificare solutie,amenajare,amplasare;locuinte colective,comert,marcare;"judetul Cluj, Bulevard Eroilor, nr. 49, ap. 12";"MODIFICARE DE SOLUTIE LA A.C. NR.236/14.03.2016 ELIBERATA PENTRU „MODIFICARI INTERIOARE IN APARTAMENT PENTRU REALIZARE DOUA UNITATI                         COMERCIALE, INLOCUIRE TAMPLARIE EXTERIOARA, DESCHIDERE ACCES PIETONAL, AMPLASARE FIRMA LUMINOASA”  Modificari propuse: reamenajarea unui spatiu comercial autorizat initial in cafenea, amplasare firma luminoasa suplimentara."
2017;57;25-01-2017;25-01-2017;519230;13-12-2016;S+P+E;modificare solutie,continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Aleea balea nr.11";"CONTINUARE LUCRARI CU MODIFICAREA SOLUTIEI CONSTRUCTIVE , AUTORIZATE INITIAL CU AC nr.1466 din 12.11.2013, pentru „CASA UNIFAMILIALA S+P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE” MODIFICARI PROPUSE: RENUNTAREA LA ACOPERISUL INIERBAT/VEGETAL DE LA COTA +6,30, SI INLOCUIREA CU O INVELITOARE DIN TABLA MONTATA PE O SARPANTA DIN LEMN, RENUNTARE LA SCARA DE ACCES LA TERASA, REALIZAREA UNEI FERESTRE LA PARTERUL CONSTRUCTIEI PE FATADA SUD,CU INCADRAREA IN LIMITELE AVIZELOR si ACORDURILOR OBTINUTE."
2017;58;25-01-2017;25-01-2017;499300;28-11-2016;P+M;construire,renovare,modificare solutie,amenajare,amplasare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare,amenajari interioare;"judetul Cluj, VeVERITEI, nr. 8";"MODIFICAREA SOLUTIEI CONSTRUCTIVE PE PARCURSUL EXECUTIEI LUCRARILOR AUTORIZATA INITIAL CU AC 544 DIN 08.05.2015 PENTRU „CONSTRUIRE CASA DE VACANTA P+M, IMPREJMUIRE, MICROSTATIE DE EPURARE SI AMENAJARI EXTERIOARE” MODIFICARI PROPUSE:  MRECOMPARTIMENTARI INTERIOARE, REAMPLASARE GOLURI, RENUNTARE LA PERGOLE, REFATADIZARE, CU INCADRAREA IN LIMITELE AVIZELOR si ACORDURILOR OBTINUTE"
2017;59;25-01-2017;17-10-2016;395244;19-09-2016;;etajare,modificari interioare;locuinte colective;"judetul Cluj, Strada Avram Iancu, nr. 54, ap. 2";"MODIFICARI INTERIOARE SI MANSARDARE APARTAMENT nr.2."
2017;60;25-01-2017;25-01-2017;11460;10-01-2017;;urgenta,consolidare;;"judetul Cluj, Strada Mehedinti, nr. 39, bl. E1";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELOR STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  refacerea termosistemului de pe  fațada estică ( calcan) a clădirii existente ."
2017;61;26-01-2017;09-01-2017;6359;05-01-2017;;bransare;;"judetul Cluj, FĂGETULUI  NR.30E";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2017;62;26-01-2017;04-01-2017;537203;23-12-2016;;bransare;;"judetul Cluj, TEODOR MIHALI  NR.64";"DEVIERE CONDUCTĂ MAGISTRALĂ  GAZE NATURALE DE MEDIE PRESIUNE ( în montaj subteran)."
2017;63;26-01-2017;26-01-2017;522119;14-12-2016;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, CEZAR BALTAG, nr. 18 A";"CONSTRUIRE LOCUINTA SEMICOLECTIVA CU 2 UNITATI LOCATIVE S+P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE"
2017;64;26-01-2017;11-01-2017;527276;19-12-2016;;bransare;;"judetul Cluj, Grigore Moisil, nr. 13 prov";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSĂ ( in montaj subteran ) si P.R."
2017;65;26-01-2017;11-01-2017;536123;22-12-2016;;bransare;;"judetul Cluj, Cerbului, nr. 6";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSĂ ( in montaj subteran ) si P.R."
2017;66;26-01-2017;12-01-2017;536136;22-12-2016;;bransare;;"judetul Cluj, Aleea Muzicii, nr. 1";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSĂ ( in montaj subteran ) si P.R."
2017;67;26-01-2017;26-01-2017;494300;24-11-2016;;extindere,bransare;;"judetul Cluj,  ANTONIO GAUDI  NR.49";"EXTINDERE  CONDUCTĂ  GAZ DE PRESIUNE REDUSĂ ŞI    BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,    P.R."
2017;68;26-01-2017;21-12-2016;487286;18-11-2016;;bransare;;"judetul Cluj, Cale Turzii, nr. 239";"ALIMENTARE CU ENERGIE ELECTRICĂ IMOBIL EXISTENT."
2017;69;26-01-2017;26-01-2017;501825;29-11-2016;D+P+Mp;extindere,etajare,modificare solutie;locuinte unifamiliale-izolate,imprejmuire,marcare;"judetul Cluj, Strada Suceava, nr. 7";"MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 616/25.05.2015-REABILITARE, EXTINDERE SI MANSARDARE LA LOCUINTA UNIFAMILIALA CU REGIM FINAL DE INALTIME D+P+Mp, SCHIMBARE PARTIALA DE DESTINATIE DIN LOCUINTA IN CABINET STOMATOLOGIC, FIRMA LUMINOASa, IMPREJMUIRE Modificari:extindere demisol in zona cabinetului stomatologic; functiunile initiale se mentin"
2017;70;26-01-2017;11-10-2016;522113;14-12-2016;;renovare,amplasare;;"judetul Cluj, Strada Albac, nr. 1";"REFATADIZARE SI AMPLASARE FIRMA PE FATADA IMOBIL."
2017;71;26-01-2017;28-12-2016;518624;13-12-2016;;schimbare destinatie;;"judetul Cluj, Strada Baba Novac, nr. 27, ap. 5";"SCHIMBARE DE DESTINATIE DIN MAGAZIN IN SPATIU ALIMENTATIE PUBLICA."
2017;72;26-01-2017;26-01-2017;535745;22-12-2016;;amplasare;marcare;"judetul Cluj, municipiul Cluj-Napoca, 21 Decembrie 1989, Bulevard, nr. 77";"AMPLASARE FIRMĂ LUMINOASĂ – în sistem provizoriu și demontabil"
2017;73;27-01-2017;15-12-2016;510564;07-12-2016;;extindere,bransare;;"judetul Cluj, Colinei nr. 6A";"EXTINDERE  CONDUCTĂ  GAZ DE PRESIUNE REDUSĂ ŞI   PATRU BRANSAMENTE DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,   4 P.R."
2017;74;27-01-2017;27-01-2017;495054;24-11-2016;;construire,extindere,modificari interioare;balcon;"judetul Cluj, Calea Floresti, nr. 3, ap. 30";"MODIFICARI INTERIOARE SI CONSTRUIRE BALCON"
2017;75;27-01-2017;19-12-2016;518324;13-12-2016;P+E;extindere;locuinte unifamiliale-izolate;"judetul Cluj, Strada Câmpului, nr. 194B";"MODIFICĂRI  INTERIOARE   , EXTINDERE CASĂ FAMILIALĂ EXISTENTĂ CU UN CORP cu regim de înălțime  P+E ."
2017;76;27-01-2017;29-12-2016;514183;09-12-2016;;schimbare destinatie;locuinte unifamiliale-izolate;"judetul Cluj, Ulmului, nr. 7-9";"SCHIMBARE DE DESTINATIE DIN CASA DE VACANTA IN CASA DE LOCUIT."
2017;77;27-01-2017;22-12-2016;501803;29-11-2016;;extindere;balcon;"judetul Cluj, Alee Baita, nr. 6, ap. 16";"BALCON DESCHIS LA PARTERUL BLOCULUI AFERENT AP. 16."
2017;78;27-01-2017;27-01-2017;517080;12-12-2016;;reparatie,modificari interioare;;"judetul Cluj, municipiul Cluj-Napoca, Strada Piatra Craiului, nr. 30, ap. 1-2";"REPARAȚII ȘI MODIFICĂRI INTERIOARE LA LOCUINȚĂ SEMICOLECTIVĂ EXISTENTĂ,"
2017;79;30-01-2017;30-01-2017;33694;25-01-2017;;extindere,bransare;;"judetul Cluj, GALAȚI NR.24 PROV.";"EXTINDERE  CONDUCTĂ  GAZ DE PRESIUNE REDUSĂ ŞI   BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,    P.R."
2017;80;1-02-2017;01-02-2017;518929;13-12-2016;D+P+M;construire,continuare lucrari;locuinte unifamiliale-izolate;"judetul Cluj, Serpuitoare nr 37";"CONTINUARE DE LUCRARI FARA MODIFICARE SOLUTIE AUTORIZATA CU AC nr. 1649 din 06.10.2008 si AC nr. 15 din 06.01.2012 PENTRU LUCRARI DE CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME D+P+M"
2017;81;1-02-2017;01-02-2017;518918;13-12-2016;D+P+M;construire,continuare lucrari;locuinte unifamiliale-izolate;"judetul Cluj, Oasului nr 252B";"CONTINUARE DE LUCRARI FARA MODIFICARE SOLUTIE AUTORIZATA CU AC nr. 1760 din 23.10.2008 si AC nr. 147 din 23.02.2012 PENTRU LUCRARI DE CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME D+P+M"
2017;82;1-02-2017;11-01-2017;527300;19-12-2016;;bransare;;"judetul Cluj, Voronet, nr. 67";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSĂ ( in montaj subteran ) si P.R."
2017;83;1-02-2017;22-12-2016;510555;07-12-2016;;modificari interioare;locuinte unifamiliale-izolate;"judetul Cluj, Rovinei, nr. 33";"MODIFICARI INTERIOARE AP.7 SI DESCHIDERE ACCES SUPLIMENTAR DIN CASA SCARII."
2017;84;1-02-2017;14-12-2016;499927;28-11-2016;S+P+E+R;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Rodnei, nr. 14";"CONSTRUIRE LOCUINTA SEMICOLECTIVA CU 2 UNITATI LOCATIVE S+P+E+R,  IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2017;85;1-02-2017;15-12-2016;491057;22-11-2016;;construire,amenajare;amenajari exterioare;"judetul Cluj, Strada Decebal, nr. 100-102";"CONSTRUIRE IMOBIL MIXT CU REGIM DE INALTIME S+P+Mez+4E,  AMENAJARI EXTERIOARE"
2017;86;1-02-2017;01-02-2017;453022;27-10-2016;;construire,amenajare;comert,servicii,amenajari exterioare;"judetul Cluj, Strada Pann Anton, nr. 14-16";"IMOBIL "A" DIN ANSAMBLU CU FUNCTIUNI MIXTE, REZIDENTIAL,COMERT SI SERVICII-2S+P+4E+R, AMENAJARI EXTERIOARE"
2017;87;2-02-2017;02-02-2017;484488;17-11-2016;Dp+P+E;modificare solutie;locuinte unifamiliale-izolate;"judetul Cluj, Antonio gaudi, nr. 18";"MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1170/01.09.2009-CASA UNIFAMILIALA Dp+P+E modificari: schimbarea accesului in cladire de pe latura sud-est pe latura sud-vest, modificare fatada nord-est, cu incadrarea in limitele avizelor si acordurilor initiale"
2017;88;2-02-2017;02-02-2017;18562;13-01-2017;;bransare;;"judetul Cluj, CLINICILOR   nr. 4-6";"RELOCARE BRANŞAMENT APĂ  .  NU AU FOST ÎNCEPUTE LUCRĂRILE AUTORIZATE , ÎN TERMENUL DE VALABILITATE A A.C.NR. 1433  DIN 20.11.2012."
