year;index;address
2013;1136;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1137;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1138;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1139;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1140;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R
2013;1141;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1142;construire;Doua grupuri cu patru si trei case unifamiliale insiruite cu regimul de inaltime D+P+E+E retras
2013;1143;etajare,reparatie,modificari interioare;reparatii capitale,recompartimentare si mansardare casa unifamiliala -corp c1
2013;1144;construire,extindere,modificari interioare;CONSTRUIRE BALCON INCHIS LA PARTER SI MODIFICARI INTERIOARE APARTAMENT
2013;1145;extindere,amenajare;EXTINDERE CASA EXISTENTA CU UN CORP P+E, AMENAJARI EXTERIOARE
2013;1146;amplasare;ORGANIZARE DE SANTIER LA OBIECTIVUL  AMPLASARE STATIE DISTRIBUTIE CARBURANTI AUTO CU 3 POMPE MULTIFUNCTIONALE, RACORD LA DRUMUL PUBLIC SI UTILITATI , SEMNALISTICA , IMPREJMUIRE
2013;1147;modificare solutie,continuare lucrari;CONTINUARE LUCRARI CU MODIFICARE SOLUTIE CONCTRUCTIVA LA AC 35/15.01.2009- SEDIUL FACULTATII DE STIINTE SI ARTE A UNIV.SAPIENTA cu regim variabil de inaltime: D+P+4E+Et/Dp+P+4E/D/2D+P+7E/2D+P+E Modificari: recompartimentari interioare la parter si etaj 5, modificare fatada est, nord si sud
2013;1148;amenajare;AMENAJARE TERASA IN SISTEM PROVIZORIU SI DEMONTABIL DURATA DE EXISTENTA: PE PERIOADA SEZONULUI ESTIVAL
2013;1149;reparatie,amenajare;REPARATII ACOPERIS CU MONTAT LUCARNE (fara modificare panta acoperis si fara amenajare in spatiu locativ).
2013;1150;construire,modificare solutie,amenajare;MODIF SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.840/18.07.2012 PENTRU LUCRARI DE CONSTRUIRE CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+E, ZID DE SPRIJIN, ÎMPREJMUIRE, AM EXT.  Modificarile constau in: amenajarea unei terase acoperite deasupra garajului, modificare acoperis si fatade.
2013;1151;modificari interioare;MODIFICARI INTERIOARE LA APARTAMENTELE 1,2,3,4,5,6, SITUATE LA PARTERUL BLOCULUI  ''MAGNOLIA'' IN VEDEREA TRANSFORMARII IN DOUA APARTAMENTE
2013;1152;construire;Casa unifamiliala cu reg. S+P+E si imprejmuirea terenului
2013;1153;reparatie;REPARATII FATADA IMOBIL EXISTENT.
2013;1154;extindere,bransare;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ ŞI  12 BRANSAMENTE DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si 12  P.R.
2013;1155;bransare;ALIMENTARE CU ENERGIE ELECTRICÃ A ANSAMBLULUI  DE LOCUINŢE  EXISTENT  .
2013;1156;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1157;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1158;amplasare;AMPLASARE POST TRAFO.
2013;1159;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1160;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1161;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj suprateran) si P.R.
2013;1162;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1163;construire;BRANŞAMENT  APÃ  ŞI RACORD CANAL MENAJER  .
2013;1164;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1165;construire,amenajare;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+M, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2013;1166;construire,amenajare;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME P+M, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2013;1167;construire;CONSTRUIRE CASA P+M
2013;1168;construire;CONSTRUIRE CASA FAM.
2013;1169;bransare;BRASAMENT GAZE NATURALE SI POST DE REGLARE PRESIUNE REDUSA
2013;1170;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran - din conducta de gaze naturale de presiune redusă existentă pe drumul de acces din str. Trifoiului  ) si P.R.
2013;1171;construire,amenajare;LOCUINTA UNIFAMILIALA CU REGIM DE INALTIME PARTER, AMENAJARI EXTERIOARE
2013;1172;etajare,continuare lucrari;CONTINUARE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 854/20.06.2008-MANSARDARE AP.5, AP.6 Continuare lucrari de finisaje exterioare
2013;1173;continuare lucrari,amenajare;CONTINUAREA LUCRARILOR FARA MODIFICAREA SOLUTIEI CONSTRUCTIVE LA CASA FAMILIALA P+M-A.C. INITIALA NR.672/29.05.2009 SI AMENAJARI EXTERIOARE.
2013;1174;continuare lucrari;CONTINUARE LUCRARI AUTORIZATE CU AC 2384 DIN 12.02.2008
2013;1175;modificari interioare;MODIFICARI INTERIOARE SI INLOCUIRE TAMPLARIE EXTERIOARA LA APARTAMENTUL NR.4
2013;1176;construire,amenajare;CASA FAMILIALA PARTER SI AMENAJARI EXTERIOARE.
2013;1177;etajare,modificari interioare;ETAJARE CASA UNIFAMILIALA, RECOMPARTIMENTARE PARTER, IMPREJMUIRE SI RACORDARE LA UTILITATI
2013;1178;extindere,etajare,modificari interioare;MODIFICARI INTERIOARE, EXTINDERE SI MANSARDARE LOCUINTA UNIFAMILIALA  REGIM FINAL DE INALTIME D+P+M
2013;1179;urgenta;LUCRARI DE INTERVENTIE IN PRIMA URGENTA: INLOCUIRE TIGLE, SI INLOCUIRE PARTIALA A SIPCILOR
2013;1180;bransare;ALIMENTARE CU ENERGIE ELECTRICÃ A  IMOBILULUI EXISTENT
2013;1181;construire;BRANŞAMENT  APÃ  .
2013;1182;extindere,etajare;EXTINDERE ŞI  ETAJARE  CLÃDIRE  EXISTENTÃ PENTRU BIROURI – regim final de înălţime S+P+3E .
2013;1183;amenajare;AMENAJAREA A OPT LOCURI DE PARCARE ( în favoarea Municipiului Cluj-Napoca în vederea îndeplinirii condiţiilor impuse prin HCL nr. 459 din 04.09.2008).
2013;1184;extindere,amenajare;EXTINDERE CONDUCTÃ APÃ , BRANŞAMENT APÃ ŞI RACORD CANAL MENAJER din cadrul lucrărilor de AMENAJARE ARHITECTURALÃ ŞI PEISAGERÃ A MALULUI SUDIC AL LACULUI .
2013;1185;renovare;RENOVARE SPATIU COMERCIAL
2013;1186;amplasare;AMPLASARE  MODULE IN REGIM PROVIZORIU SI DEMONTABIL PENTRU COMUNITATEA DE ROMI DIN ZONA SOMESENI - ARIA INDUSTRIALA PATA RAT
2013;1187;construire;INTERVENTIE IN VEDEREA CRESTERII PERFORMANTEI ENERGETICE A BLOCULUI DE LOCUINTE DIN MUNICIPIUL CLUJ-NAPOCA – CALEA MANASTUR NR.76, BLOC E2 – AXA I POR.
2013;1188;construire;INCLUZIUNEA GRUPURILOR DEFAVORIZATE PRIN CREAREA DE LOCURI DE MINCA DURABILE IN ZONA PATA RAT -IN CADRUL PROGRAMULUI OPERATIONAL REGIONAL 2007-2013, HALA PE STRUCTURA METALICA
2013;1189;extindere,etajare,modificari interioare,amenajare;MODIFICARI INTERIOARE, EXTINDERE SI MANSARDARE CASA UNIFAMILIALA, IMPREJMUIRE SI AMENAJARI EXTERIOARE  .
2013;1190;modernizare;REFACEREA INFRASTRUCTURII ORASULUI COMOARA MODERNIZARE CAI DE ACCES SPRE CENTRUL ISTORIC; STRAZILE : AVRAM IANCU, IC BRATIANU, MEMORANDUMULUI SI CALEA MOTILOR
2013;1191;construire,extindere,modificari interioare;Modificari interioare si construirea unui balcon inchis la parter
2013;1192;schimbare destinatie;Schimbare destinatie din locuinta in spatiu comercial
2013;1193;extindere,amplasare;MONTARE COPERTINA BALCON
2013;1194;reabilitare termica;cresterea eficientei energetice a blocului de locuinte situat pe str.grigore alexandrescu nr.17, bl.t3,
2013;1195;construire;INTERVENTIE IN VEDEREA CRESTERII PERFORMANTEI ENERGETICE PENTRU BLOCUL DE LOCUINTE
2013;1196;reabilitare termica;CRESTEREA EFICIENTEI ENERGETICE A BLOCULUI DE LOCUINTE EM SITUAT PE STR.13 SEPTEMBRIE NR.12, DIN MUNICIPIUL CLUJ-NAPOCA prin DMI 1.2, Axa 1, POR 2007-2013
2013;1197;reabilitare termica;Cresterea eficientei energetice a bl.situat pe str. G.Alexandrescu nr.18 bl.A5
2013;1198;construire;CASA FAMILIALA CU 2 APARTAMENTE cu regimul  P+E
2013;1199;construire,renovare,continuare lucrari;CONTINUARE LUCRÃRI ÎNCEPUTE ÎN BAZA AUTORIZAŢIEI DE CONSTRUIRE   NR. 58  DIN 20.01.2009 CU PRIVIRE LA “RENOVARE FAŢADÃ ŞI ÎNLOCUIRE TÂMPLÃRIE LA CORP I S+P+E”    - FÃRÃ MODIFICAREA SOLUŢIEI CONSTRUCTIVE  .. -    Lucrările rămase de executat: renovarea faţadelor pe laturile str. Argeş, Constanţa şi N. Bălcescu şi a celor două faţade din curţile interioare .
2013;1200;construire;IMPREJMUIRE SI PORTI DE ACCES
2013;1201;construire,amenajare;CASÃ UNIFAMILIALÃ CU REGIM DE ÎNÃLŢIME D+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE.
2013;1202;extindere,modificari interioare;EXTINDERE SI MODIFICARI INTERIOARE CASA FAMILIALA PARTER
2013;1203;amplasare;AMPLASARE FIRMA LUMINOASA
2013;1204;modificare solutie;MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1252/2012
2013;1205;amplasare;RECONVERSIE POD IN SPATIU TEHNIC(CU MODIFICARE FORMA ACOPERIS) SI AMPLASARE PANOURI FOTOVOLTAICE-PROIECT PILOT
2013;1206;construire,amenajare;CENTRU DE AFACERI SI SERVICII S+D+P+5E+Etehnic, AMENAJARI EXTERIOARE.
2013;1207;construire;LUCRARI DE INTERVENTIE IN VEDEREA CRESTERII PERFORMANTEI ENERGETICE A BLOCULUI DE LOCUINTE – AXA 1-POR.
2013;1208;construire;ÎMPREJMUIRE  TEREN PROPRIETATE PRIVATÃ SI REALIZARE ALVEOLA.
2013;1209;extindere,bransare;EXTINDERE  CONDUCTÃ  GAZ DE PRESIUNE REDUSÃ ŞI  2 BRANSAMENTE DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si 2  P.R.
2013;1210;extindere;EXTINDERE CONDUCTÃ APÃ  .
2013;1211;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) si P.R.
2013;1212;bransare;BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj suprateran) si P.R.
2013;1213;modificari interioare,schimbare destinatie,amplasare;MODIFICÃRI INTERIOARE , SCHIMBARE DESTINAŢIE APARTAMENT DIN LOCUINŢÃ ÎN CABINET STOMATOLOGIC ŞI MONTAREA UNEI    FIRME LUMINOASE     ÎN SISTEM PROVIZORIU ŞI DEMONTABIL  pe durata existenţei  cabinetului stomatologic.
2013;1214;etajare;MANSARDARE PARTIALA IMOBIL EXISTENT
2013;1215;extindere,etajare;EXTINDERE SI MANSARDARE PARTIALA LOCUINTA UNIFAMILIALA cu regim final de inaltime Sp+P+Mp, AMENAJKARI EXTERIOARE
2013;1216;extindere,etajare,reparatie;REPARATII CAPITALE, EXTINDERE SI MANSARDARE CASA UNIFAMILIALA CU REGIM FINAL DE INALTIME P+M, REFACERE IMPREJMUIRE PROPRIETATE
2013;1217;amplasare;AMPLASARE DOUA FIRME LUMINOASE PE FATADA IMOBIL
