year;index;data-afisare;data-creare;data-cerere;nr.cerere;regim-h;actiune;tip-lucrari;adresa;titlu
2019;23;10-01-2019;22-12-2018;559785;22-11-2018;Sp+P+E;construire,modificari interioare,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Strada Colonia Breaza, nr. 26A";"MODIFICARI PE PARCURSUL EXECUTARII LUCRARILOR DE CONSTRUIRE LOCUINTA UNIFAMILIALĂ Sp+P+E, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.268/21.03.2016. Modificarile propuse: modificari interioare, fatade si amenajari exterioare, se incadreaza in limitele avizelor si acordurilor obtinute."
2019;24;10-01-2019;20-12-2018;596818;13-12-2018;P+E;continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Gaudi Antonio, Strada, nr. 59 pr";"CONTINUARE DE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA CASA UNIFAMILIALA P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.901/19.07.2012 SI A.C. nr.549/08.05.2015. Categoria de importanta: „C”."
2019;25;10-01-2019;15-12-2018;567835;27-11-2018;Sp+P+2E;etajare,modificari interioare,amenajare;locuinte unifamiliale-izolate,birouri,amenajari exterioare;"judetul Cluj, Strada Siretului, nr. 3";"MODIFICARI PE PARCURSUL EXECUTARII LUCRARILOR DE ETAJARE CASA FAMILIALĂ CU REGIM FINAL DE ÎNĂLŢIME Sp+P+2E, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.1329/12.11.2014.  Modificari propuse: transformare casa in imobil mixt cu doua unitati locative si un spatiu birouri, modificari interioare, fatade si amenajari exterioare."
2019;26;10-01-2019;21-12-2018;583752;06-12-2018;;modificari interioare;comert;"judetul Cluj, Piata Mihai Viteazu, nr. 17, ap. 7/2";"MODIFICARI INTERIOARE SPATIU COMERCIAL. Categoria de importanta: „C”."
2019;27;10-01-2019;22-12-2018;541718;13-11-2018;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Spataru Milescu, nr. 2";"LOCUINTA UNIFAMILIALĂ S+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE. Categoria de importanta: „D”."
2019;28;10-01-2019;19-12-2018;565238;26-11-2018;;construire,continuare lucrari,amenajare;imprejmuire,hala;"judetul Cluj, bdl. Muncii, nr. F.N.";"CONTINUARE DE LUCRARI AUTORIZATE CU  A.C. NR. 69/ 26.01.2007 - ”CONSTRUIRE HALA MATERIALE DE CONSTRUCTII, AMENAJARE INCINTA, PLATFORME, PARCAJE, IMPREJMUIRE, SEMNALISTICA”- FARA MODIFICAREA SOLUTIEI CONSTRUCTIVE"
2019;29;10-01-2019;10-01-2019;584203;06-12-2018;S+P+M;extindere,etajare,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Timisului, Strada";"EXTINDERE SI MANSARDARE CASA UNIFAMILIALA CU REGIm  FINAL DE INALTIME S+P+M, IMPREJMUIRE, AMENAJARI EXTERIOARE"
2019;30;10-01-2019;04-01-2019;578826;04-12-2018;;extindere,etajare,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Descartes René, nr. 40";"EXTINDERE SI MANSARDARE LOCUINTA IN VEDEREA REALIZARII A 2 UNITATI LOCATIVE, REFACERE IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2019;31;10-01-2019;21-12-2018;594272;12-12-2018;S+P+E+R;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Rachitei, nr. 26";"CONSTRUIRE LOCUINTA SEMICOLECTIVA S+P+E+R CU 2 UNITATI LOCATIVE, IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2019;32;10-01-2019;07-12-2018;501867;24-10-2018;S+P+2E;modificari interioare,modificare solutie,amenajare;locuinte colective,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Alecu Russo, nr. 10 prov";"MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATĂ INIȚIAL CU AC 694 DIN 16.06.2015 ȘI 1324 DIN 06.11.2015 PENTRU IMOBIL DE LOCUINTE COLECTIVE CU  6 APARTAMENTE – Regim de înălțime S+P+2E, AMENAJARI EXTERIOARE,  IMPREJMUIRE TEREN.  Modificările propuse : modificare formă învelitoare ,modificări interioare  modificări de fațadă prin redimensionări și  poziționări de goluri. Modificările propuse se încadrează în limitele avizelor și studiilor inițiale."
2019;33;10-01-2019;10-01-2019;556957;21-11-2018;;extindere;locuinte colective;"judetul Cluj, BUNĂ ZIUA NR.12";"EXTINDERE PE VERTICALĂ A APARTAMENTULUI NR. 29 DIN IMOBILUL A."
2019;34;10-01-2019;10-01-2019;546101;15-11-2018;D+P+M;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Romul Ladea, nr. 114A";"Locuinta unifamiliala si amenajari exterioare cu regimul de inaltime D+P+M"
2019;35;14-01-2019;19-12-2018;549156;16-11-2018;;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Ionesco Eugen, nr. 123A";"CASĂ UNIFAMILIALĂ P+E+Er, ÎMPREJMUIRE, AMENAJARI EXTERIOARE. Categoria de importanta: „C”."
2019;36;14-01-2019;14-01-2019;541116;13-11-2018;;bransare;;"judetul Cluj, Sovata";"ALIMENTARE CU ENERGIE ELECTRICA LOCUINTE, REFACERE ZONE AFECTATE DE LUCRARE."
2019;37;14-01-2019;05-01-2019;607758;20-12-2018;;construire;;"judetul Cluj, municipiul Cluj-Napoca, Strada Luncii, nr. 32";"RACORD CANAL"
2019;38;14-01-2019;04-01-2019;603389;18-12-2018;;construire;imprejmuire;"judetul Cluj, municipiul Cluj-Napoca, Strada Fabricii de Cărămidă, nr. 13A";"CONSTRUIRE IMPREJMUIRE"
2019;39;14-01-2019;04-01-2019;602506;18-12-2018;D+P+E;construire,modificare solutie,continuare lucrari;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Ludwig Van Beethoven, nr. 9-11";"CONTINUARE LUCRĂRI CU MODIFICAREA DE SOLUȚIE AUTORIZATĂ CU A.C. NR. 468/05.05.2014 „CONSTRUIRE CASĂ UNIFAMILIALĂ D+P+E, ÎMPREJMUIRE ȘI AMENAJĂRI EXTERIOARE”"
2019;40;14-01-2019;17-12-2018;556922;21-11-2018;;construire;;"judetul Cluj, Maramuresului, Fabricii de Chibrituri, nr. 36 si  5-11";"REGLEMENTARE RETELE ELECTRICEPT ELIBERARE AMPLASAMENT"
2019;41;16-01-2019;08-01-2019;564182;26-11-2018;;reparatie;acoperis;"judetul Cluj, Strada Universitatii, nr. 3";"REPARATII FATADE SI INVELITOARE IMOBIL EXISTENT"
2019;42;16-01-2019;16-01-2019;596511;13-12-2018;P+E;modificare solutie;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, .PAUNULUI, nr. 18";"Modificarea solutiei constructive autorizate cu AC nr. 1635 din 19.09.2016-” LOCUINȚĂ UNIFAMILIALĂ P+E, ÎMPREJMUIRE , AMENAJĂRI EXTERIOARE”"
2019;43;16-01-2019;03-01-2019;608451;20-12-2018;Sp+P+E;construire;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj,  NICOLAE MOLDOVEANU  NR. 2";"LOCUINŢĂ UNIFAMILIALĂ cu  regim  de inălţime Sp+P+E , IMPREJMUIRE TEREN si AMENAJĂRI EXTERIOARE. Categoria de importanță a lucrării  : D."
2019;44;16-01-2019;03-01-2019;609199;20-12-2018;;bransare;;"judetul Cluj, Edgar Quinet, nr. 5";"BRANSAMENT GAZE NATURALE PRESIUNE REDUSA SI P.R.M."
2019;45;16-01-2019;04-01-2019;590102;10-12-2018;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Iancu de Hunedoara, nr. 28";"CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME S+P+E, REFACERE IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2019;46;16-01-2019;05-01-2019;610600;21-12-2018;P+M;continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Sitarilor, Strada, nr. 32";"CONTINUARE DE LUCRARI FARA MODIFICARE DE SOLUTIE LA CASA UNIFAMILIALA P+M, IMPREJMUIRE SI AMENAJARI EXTERIOARE AUTORIZATE CU A.C. NR.1698 DIN 27.12.2010 SI NR.1163 DIN 30.09.2015"
2019;47;16-01-2019;22-12-2018;560197;22-11-2018;P+E,P+2E;construire,modificari interioare,amenajare;birouri,imprejmuire,amenajari exterioare,hala;"judetul Cluj, Muncii, Bulevard, nr. 18";"MODIFICARI PE PARCURSUL EXECUTARII LUCRARILOR DE CONSTRUIRE HALA CU REGIM DE INALTIME P+E SI SPATII BIROURI CU REGIM DE INALTIME P+2E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.49/29.01.2014 SI A.C. nr.306/21.03.2017. Modificari propuse: modificare structura de rezistenta in zona de hala, modificari interioare, fatade si amenajari exterioare."
2019;48;16-01-2019;27-11-2018;546478;15-11-2018;P+E;construire;amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Băii, nr. 14A";"CONSTRUIRE LOCUINȚĂ SEMICOLECTIVĂ CU 2 UNITĂȚI LOCATIVE P+E ȘI AMENAJĂRI EXTERIOARE"
2019;49;17-01-2019;07-01-2019;610961;21-12-2018;;construire;;"judetul Cluj, Strada Sobarilor, nr. 17";"BRANSAMENT ELECTRIC SUBTERAN"
2019;50;17-01-2019;03-01-2019;579105;04-12-2018;;construire;;"judetul Cluj, Spicului, Strada, nr. 34";"BRANSAMENT ELECTRIC TRIFAZAT SUBTERAN"
2019;51;17-01-2019;09-01-2019;592470;11-12-2018;;bransare;locuinte unifamiliale-izolate;"judetul Cluj, Strada Oasului, nr. 357A";"ALIMENTARE CU ENERGIE ELECTRICA LOCUINTA UNIFAMILIALA"
2019;52;17-01-2019;03-01-2019;570661;28-11-2018;;reparatie,renovare;acoperis,amenajari interioare;"judetul Cluj, Strada Baladei, nr. 35";"REFATADIZARE, REPARATII, MODIFICARE FORMA ACOPERIS SI RECOMPARTIMENTARI INTERIOARE IMOBIL EXISTENT-CORP "A""
2019;53;17-01-2019;03-01-2019;596895;13-12-2018;;reparatie,continuare lucrari,consolidare;;"judetul Cluj, Constantin Daicovici, nr. 2";"CONTINUARE DE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA  AC 1513/21.12.2015 - CONSOLIDARE SI REPARATII CAPITALE LA CLADIREA MUZEULUI DE ISTORIE A TRANSILVANIEI"
2019;54;17-01-2019;17-01-2019;595426;13-12-2018;;urgenta;;"judetul Cluj, Maramuresului, Strada, nr. 165A";"INTERVENTIE DE PRIMA NECESITATE"
2019;55;17-01-2019;17-01-2019;18454;11-01-2019;;bransare;;"judetul Cluj, VALEA FÂNAȚELOR  NR.44";"BRANSAMENT APĂ   ȘI RACORD CANAL MENAJER."
2019;56;17-01-2019;17-01-2019;586584;07-12-2018;;etajare,modificari interioare,consolidare,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Strada Uliului, nr. 26";"MODIF.SOLUTIE CONSTR.LA A.C. NR.1437/04.11.2013 ELIBERATA PENTRU CONSOLIDARE, REABILITARE, MODIFICARI INTERIOARE SI MANSARDARE CASA UNIFAMILIALA, AMENAJARI EXTERIOARE.-INTRARE IN LEGALITATE  CONFORM PROCESULUI VERBAL DE CONSTATARE SI SANCTIONARE A CONTRAVENTIILOR NR.0079863 DIN 06.01.2017, A SENTINTEI CIVILE NR.936 DIN 28.03.2018 PRONUNTATA DE TRIBUNALUL CLUJ SI A DECIZIEI NR.3702/2018 A CURTII  DE APEL CLUJ"
2019;57;17-01-2019;18-12-2018;569348;28-11-2018;;bransare;comert,servicii;"judetul Cluj, Piata Muzeului, nr. 2";"ALIMENTARE CU ENERGIE ELECTRICA IMOBIL MIXT COMERT-SERVICII"
2019;58;17-01-2019;14-01-2019;15257;10-01-2019;;bransare;;"judetul Cluj, RegINA MARIA, nr. 5F";"BRANSAMENT GAZ SI  POST DE REGLARE MASURARE GAZE NATURALE"
2019;59;17-01-2019;17-01-2019;541804;13-11-2018;P+2E;construire,amenajare;amenajari exterioare;"judetul Cluj, Strada Teleorman, nr. 57-59";"IMOBIL MIXT SI AMENAJARI EXTERIOARE Regimul de inaltime P+2E"
2019;60;17-01-2019;17-01-2019;606315;19-12-2018;;amenajare;acoperis,amenajari exterioare;"judetul Cluj, Strada Donath, nr. 182";"Refacere sarpanta si reorganizare functionala pentru transformare in imobil cu doua unitati locative,fara amplificare volumetrie si amenajari exterioare"
2019;61;21-01-2019;10-01-2019;566654;27-11-2018;;reparatie;;"judetul Cluj, Strada Napoca, nr. 8";"REPARATII CAPITALE LA IMOBIL EXISTENT"
2019;62;21-01-2019;03-01-2019;607891;20-12-2018;P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Fagului, nr. 68B";"CONSTRUIRE CASA UNIFAMILIALA P+E (CORP 1), IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2019;64;23-01-2019;07-01-2019;573485;29-11-2018;D+P+E;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Cezar Baltag, nr. 16";"LOCUINTA UNIFAMILIALA D+P+E, AMENAJARI EXTERIOARE"
2019;65;23-01-2019;08-01-2019;589980;10-12-2018;P+E;construire,renovare,modificare solutie,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Episcop Marton Aron, nr. 3";"MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 1173/03.08.2018-CONSTRUIRE LOCUINTA SEMICOLECTIVA (CU DOUA UNITATI LOCATIVE) P+E, IMPREJMUIRE, AMENAJARI EXTERIOARE Modificari: refatadizare (modificare goluri pe fatade)."
2019;66;23-01-2019;15-01-2019;600193;17-12-2018;;bransare;;"judetul Cluj, Radu Stanca , nr. 2";"ALIMENTARE CU ENERGIE ELECTRICA IMOBILE DE LOCUIT – BRANSAMENTE ELECTRICE SUBTERANE"
2019;67;23-01-2019;17-01-2019;23588;15-01-2019;;bransare;locuinte unifamiliale-izolate;"judetul Cluj, bicaz, nr. 13";"ALIMENTARE CU ENERGIE ELECTRICA CASA UNIFAMILIALA"
2019;68;23-01-2019;11-01-2019;15239;10-01-2019;;bransare;;"judetul Cluj, Dariu Pop, nr. 8";"BRANSAMENT GAZE NATURALE PRESIUNE REDUSA SI P.R.M."
2019;69;23-01-2019;04-01-2019;576207;03-12-2018;P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Borhanciului, nr. 60H";"CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME P+E, IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2019;70;23-01-2019;14-01-2019;2755;03-01-2019;P+E+M;construire,amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Caius Iacob, nr. 18";"CONSTRUIRE LOCUINTA SEMICOLECTIVA CU 2 UNITATI LOCATIVE P+E+M, AMENAJARI EXTERIOARE"
2019;71;23-01-2019;16-01-2019;611094;21-12-2018;;construire;imprejmuire;"judetul Cluj, municipiul Cluj-Napoca, Strada Antonio Gaudi, nr. 47";"IMPREJMUIRE TEREN"
2019;72;23-01-2019;16-01-2019;584390;06-12-2018;P+E;construire;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Richard Wurmbrand, nr. 5";"CONSTRUIRE LOCUINTA UNIFAMILIALA P+E, ÎMPREJMUIRE POPRIETATE ȘI AMENAJĂRI EXTERIOARE"
2019;73;23-01-2019;16-01-2019;606186;19-12-2018;;extindere,etajare,modificari interioare,continuare lucrari;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Venus, nr. 16";"CONTINUARE DE LUCRĂRI FARĂ MODIFICAREA SOLUTIEI CONSTRUCTIVE LA A.C. NR. 105/25.01.2016 și 1426/11.11.2010 „MODIFICĂRI INTERIOARE, EXTINDERE ȘI MANSARDARE CASĂ UNIFAMILIALĂ, AMENAJĂRI EXTERIOARE”"
2019;74;23-01-2019;04-01-2019;607879;20-12-2018;P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Fagului, nr. 68B prov.";"CASA UNIFAMILIALA P+E - CORP 2, IMPREJMUIRE,AMENAJARI EXTERIOARE"
2019;75;25-01-2019;18-01-2019;23054;15-01-2019;;bransare;;"judetul Cluj, Tractoristilor, nr. 17B";"BRANSAMENT APĂ SI RACORD CANAL"
2019;76;25-01-2019;14-01-2019;596944;13-12-2018;;modernizare;imprejmuire;"judetul Cluj, Gruia, nr. 51";"MODIFICARE SI MODERNIZARE  IMPREJMUIRE TEREN SI ACCESE"
2019;77;25-01-2019;04-01-2019;608482;20-12-2018;;continuare lucrari,amenajare;biserica,amenajari exterioare;"judetul Cluj, Bulevard 1 Decembrie 1918, nr. 43 PROV";"CONTINUARE LUCRARI FARA MODIFICARE SOLUTIE CONSTRUCTIVA LA EDIFICARE BISERICA SI AMENAJARI EXTERIOARE, A.C. INITIALE NR.1511/27.10.2009 SI NR.3/05.01.2015"
2019;78;25-01-2019;08-01-2019;577756;04-12-2018;;reparatie,renovare,reabilitare termica;acoperis,amenajari interioare;"judetul Cluj, Ialomitei, nr. 17";"REFATADIZARE, REABILITARE TERMICA, REPARATII INVELITOARE, ACOPERIS TERASA, RECOMPARTIMENTARI INTERIOARE, INSTALARE CENTRALA TERMICA, SCHIMBARE TAMPLARIE LA CORP CANTINA SI CORP INTERNAT"
2019;79;25-01-2019;25-01-2019;575275;03-12-2018;Sp+P;construire;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, Cameliei, nr. 3";"LOCUINTA UNIFAMILIALA, REGIM DE INALTIME Sp+P, IMPREJMUIRE"
2019;80;25-01-2019;08-01-2019;605549;19-12-2018;S+P+4E;construire,amenajare;amenajari exterioare;"judetul Cluj, Strada Muresului, nr. 53";"CONSTRUIRE IMOBIL CU FUNCTIUNI MIXTE S+P+4E, AMENAJARI EXTERIOARE"
2019;81;28-01-2019;14-12-2018;566359;27-11-2018;2S+P+6E/2S+P+7E;construire;amenajari exterioare;"judetul Cluj, municipiul Cluj-Napoca, Strada Scorțarilor, nr. 12";"CONSTRUIRE IMOBIL CU FUNCȚIUNI MIXTE 2S+P+6E/2S+P+7E ȘI AMENAJĂRI EXTERIOARE"
2019;82;28-01-2019;11-01-2019;15261;10-01-2019;;bransare;;"judetul Cluj, REGINA MARIA  NR. 5E";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2019;83;28-01-2019;11-01-2019;15852;10-01-2019;;bransare;;"judetul Cluj,  PLOIEȘTI NR.47-49";"ALIMENTARE CU ENERGIE ELECTRICA  IMOBIL  CU A.C. NR.  914 DIN 18.07.2017 și REFACERE DRUM."
2019;84;28-01-2019;28-01-2019;20690;14-01-2019;;bransare;;"judetul Cluj, Strada Cantonului, nr. 30";"Bransament de gaze naturale"
2019;85;28-01-2019;19-12-2018;549153;16-11-2018;;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, eugen ionesco, nr. 123";"CONSTRUIRE LOCUINTA UNIFAMILIALAP+E+Er - CASA 1 , IMPREJMUIRE TEREN, AMENAJARI EXTERIOARE"
2019;86;28-01-2019;28-01-2019;15251;10-01-2019;;bransare;;"judetul Cluj, Regina Maria, nr. 5D";"BRANSAMENT SI POST DE REGLARE MASURARE GAZE NATURALE"
2019;87;28-01-2019;28-01-2019;602543;18-12-2018;S+P+E;construire;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, Stanjeneilor, nr. 1";"Locuinta semicolectiva cu doua unitati locative ,imprejmuirea terenului Regimul de inaltime S+P+E"
2019;88;30-01-2019;16-01-2019;22590;15-01-2019;;bransare;;"judetul Cluj,  B-dul 1 Decembrie 1918 nr.13";"BRANSAMENT APĂ   ȘI RACORD CANAL MENAJER."
2019;89;30-01-2019;17-01-2019;606491;19-12-2018;;etajare;imprejmuire,amenajari exterioare;"judetul Cluj, BÂRC I  nr.9";"ETAJARE PARȚIALĂ ȘI REABILITARE IMOBIL EXISTENT , ÎMPREJMUIRE TEREN  AMENAJĂRI EXTERIOARE."
2019;90;30-01-2019;21-01-2019;611015;21-12-2018;;urgenta;;"judetul Cluj, Emil Zola, nr. 1, ap. 4, 9";"INTERVENTII IN REGIM DE URGENTA LA PLANSEUL PESTE ETAJ II"
