year;index;data-afisare;data-creare;data-cerere;nr.cerere;regim-h;actiune;tip-lucrari;adresa;titlu
2016;11;4-01-2016;04-01-2016;469431;17-12-2015;;urgenta,consolidare;;"judetul Cluj, Bulevard Eroilor, nr. 18";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELE STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  fațadele  clădirii existente ."
2016;12;4-01-2016;04-01-2016;469437;17-12-2015;;urgenta,consolidare;;"judetul Cluj, Bulevard Eroilor, nr. 42";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELE STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  fațadele  clădirii existente ."
2016;13;4-01-2016;04-01-2016;469442;17-12-2015;;urgenta,consolidare;;"judetul Cluj, Bulevard Eroilor, nr. 34";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELE STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  fațadele  clădirii existente ."
2016;14;4-01-2016;04-01-2016;476563;23-12-2015;;urgenta,consolidare;;"judetul Cluj, HOREA, nr. 4";"Lucrari de interventie de prima necesitate prin consolidarea /repararea elementelor structurale/nestructurale ale constructiei existente-cu privire la fatadele cladirii existente"
2016;15;4-01-2016;04-01-2016;476556;23-12-2015;;urgenta,consolidare;;"judetul Cluj, Strada Horea, nr. 14";"LUCRARI DE INTERVENTIE DE PRIMA NECESITATEprin consolidarea/reparatea elementelor structurale/nestructurale ale constructiei-cu privire la fatadele cladirii existente"
2016;16;4-01-2016;04-01-2016;476535;23-12-2015;;reparatie,urgenta;;"judetul Cluj, Horea , nr. 2";"REPARATII FATADE IN REGIM DE URGENTA-LUCRARI DE PRIMA NECESITATE"
2016;17;4-01-2016;04-01-2016;476544;23-12-2015;;reparatie,urgenta,consolidare;;"judetul Cluj, Horea , nr. 8";"REPARATII FATADE,IN REGIM DE URGENTA -LUCRARI DE INTERVENTIE PRIMA NECESITATE PRIN CONSOLIDAREA/REPARAREA ELEMENTELOR STRUCTURALE ALE CONSTRUCTIEI EXISTENTE"
2016;18;6-01-2016;04-01-2016;461877;11-12-2015;;urgenta;;"judetul Cluj, STR.  IULIU MANIU  NR.1-3";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE PENTRU PUNEREA ÎN SIGURANȚĂ A CLĂDIRII EXISTENTE."
2016;19;6-01-2016;21-12-2015;461364;11-12-2015;D+P+E;amenajare;locuinte unifamiliale-cuplate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Câmpului, nr. 327 pr";"DOUA LOCUINTE UNIFAMILIALE CU REGIM DE ÎNĂLŢIME D+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE."
2016;20;7-01-2016;07-01-2016;6496;07-01-2016;;urgenta,consolidare;;"judetul Cluj, Strada Horea, nr. 16";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELE STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  fațadele  clădirii existente ."
2016;21;8-01-2016;07-12-2015;427614;17-11-2015;D+P+M;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Zona Valea Chintaului str.C, nr. 39";"CONSTRUIRE CASA UNIFAMILIALA CU REGIM DE INALTIME D+P+M,  IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2016;22;8-01-2016;08-01-2016;467841;16-12-2015;S+P+8E+E tehnic;construire,amenajare;locuinte colective;"judetul Cluj, H.BARBUSSE, nr. 44-46";"Imobil de locuinte colective cu 90 apartamente si parking subteran,imprej. teren,amenajari ext. Reg. S+P+8E+E tehnic"
2016;23;11-01-2016;11-01-2016;438447;24-11-2015;S+P+E+M;construire,amenajare;locuinte colective,imprejmuire;"judetul Cluj, Strada Vânatorului, nr. 42";"IMOBIL DE LOCUINTE CU 3 APARTAMENTE S+P+E+M, IMPREJMUIRE PROPRIETATE SI AMENAJARE INCINTA"
2016;24;11-01-2016;11-01-2016;446974;02-12-2015;;modificari interioare,schimbare destinatie,amplasare;locuinte unifamiliale-izolate,marcare;"judetul Cluj, Manastur, nr 99, bl G3, scara 1, et. parter, ap.4";"SCHIMBARE DE DESTINATIE DIN LOCUINTA IN SPATIU PENTRU ACTIVITATI MEDICALE, MODIFICARI INTERIOARE SI AMPLASARE FIRMA LUMINOASA PE FATADA"
2016;25;11-01-2016;11-01-2016;421978;13-11-2015;;amplasare;locuinte unifamiliale-izolate;"judetul Cluj, PiatA UNIRII, nr. 23";"AMPLASARE FIRMA PE FATADA CASA EXISTENTA"
2016;26;13-01-2016;18-12-2015;443470;27-11-2015;;construire;;"judetul Cluj, Strada Mioritei, nr. 1";"REABILITARE TERMICĂ IMOBIL EXISTENT."
2016;27;13-01-2016;25-11-2015;418196;11-11-2015;P;amenajare;;"judetul Cluj, CALEA TURZII NR. 239";"AMENAJARE DRUM  PENTRU ANSAMBLU DE IMOBILE CU FUNCȚIUNI MIXTE CONFORM P.U.Z. /PUD  APROBAT CU H.C.L. NR. 258 DIN 19.06.2014."
2016;28;13-01-2016;10-12-2015;432664;19-11-2015;S+P;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Urcusului, nr. 10";"CASĂ UNIFAMILIALĂ S+P, ÎMPREJMUIRE, AMENAJARI EXTERIOARE."
2016;29;13-01-2016;13-01-2016;477452;23-12-2015;;amplasare;;"judetul Cluj, Calea Dorobantilor, nr. 1, ap. 1 partial";"Amplasare firma sigla luminoasa pe fatada cladirii"
2016;30;14-01-2016;14-01-2016;427503;17-11-2015;;modificari interioare;;"judetul Cluj, Strada Donath, nr. 38A, ap. 3";"Modificari interioarein ap.3"
2016;31;15-01-2016;28-12-2015;459803;10-12-2015;Sp+P+M;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Colinei, nr. 6A";"CONSTRUIRE 4 LOCUINTE UNIFAMILIALE Sp+P+M,  IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2016;32;15-01-2016;15-01-2016;403768;02-11-2015;;extindere,etajare,modificare solutie;;"judetul Cluj, Strada Traian, nr. 26, ap. 3";"MODIFICARE SOLUTIE CONSTRUCTIVA LA AC 447/10.04.2007-MANSARDARE AP.3 Modificari: extindere cu o scara de acces prin concesiune teren, modificare fatada N-E"
2016;33;15-01-2016;15-01-2016;427290;17-11-2015;Dp+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Moll Elemer, nr. 34";"LOCUINTA UNIFAMILIALA Dp+P+E, IMPREJMUIRE TEREN SI  AMENAJARI EXTERIOARE"
2016;34;15-01-2016;16-12-2015;453736;07-12-2015;;bransare;;"judetul Cluj, Strada Vuia Romulus, nr. 213A-217";"BRANȘAMEMENT APĂ ȘI RACORD CANAL MENAJER ."
2016;35;15-01-2016;16-12-2015;455596;08-12-2015;;construire;;"judetul Cluj, Pavel ROSCA";"INSTALARE MICROSTATIE DE TELEFONIE MOBILA TIP GSM PE STALP DE JOASA TENSIUNE"
2016;36;15-01-2016;05-01-2016;459156;10-12-2015;;construire;;"judetul Cluj, Bulevard Muncii, nr. 18";"CONSTRUIRE DOUA SOPROANE AFERENTE INSTALATIEI DE IMBUTELIERE"
2016;37;15-01-2016;23-12-2015;465284;15-12-2015;;bransare;;"judetul Cluj, BUNĂ ZIUA NR. 9B provizoriu ,9C provizoriu ,9D provizoriu";"TREI  BRANSAMENTE DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  3  P.R."
2016;38;15-01-2016;15-01-2016;467491;16-12-2015;;extindere,bransare;;"judetul Cluj, THEODOR PALLADY NR. 3B";"EXTINDERE  CONDUCTĂ  GAZ DE PRESIUNE REDUSĂ ŞI    BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,    P.R."
2016;39;15-01-2016;15-01-2016;5314;07-01-2016;;urgenta;;"judetul Cluj, Strada Horea, nr. 65";"REPARATI FATADE IN REGIM DE URGENTA CONFORM NOTEI DE CONSTATARE"
2016;40;15-01-2016;15-01-2016;5320;07-01-2016;;urgenta;;"judetul Cluj, Strada Horea, nr. 86";"REPARATI FATADE IN REGIM DE URGENTA CONFORM NOTEI DE CONSTATARE"
2016;41;15-01-2016;15-01-2016;5323;07-01-2016;;urgenta;;"judetul Cluj, Strada Horea, nr. 94";"REPARATI FATADE IN REGIM DE URGENTA CONFORM NOTEI DE CONSTATARE"
2016;42;15-01-2016;15-01-2016;6496;07-01-2016;;urgenta,consolidare;;"judetul Cluj, Horea,Strada, nr. 16";"LUCRĂRI  DE INTERVENŢIE DE PRIMĂ NECESITATE   PRIN CONSOLIDAREA /REPARAREA ELEMENTELOR STRUCTURALE/NESTRUCTURALE ALE CONSTRUCȚIEI EXISTENTE  - cu privire la  fațadele  clădirii existente ."
2016;43;15-01-2016;15-01-2016;6974;07-01-2016;;reparatie,urgenta;;"judetul Cluj, Strada Horea, nr. 112";"REPARATII FATADE IN REGIM DE URGENTA"
2016;44;15-01-2016;15-01-2016;7006;07-01-2016;;reparatie,urgenta;;"judetul Cluj, Strada Horea, nr. 27";"REPARATII FATADE IN REGIM DE URGENTA"
2016;45;15-01-2016;15-01-2016;7010;07-01-2016;;reparatie,urgenta;;"judetul Cluj, Strada Horea, nr. 40";"REPARATII FATADE IN REGIM DE URGENTA"
2016;46;15-01-2016;15-01-2016;429919;18-11-2015;;amplasare;comert,marcare;"judetul Cluj, Strada Buna Ziua, nr. 82, bl. c2, ap. 14";"AMPLASARE FIRMA LUMINOASA PE FATADA. In urmatoarele conditii: Firma se va realiza fara lumina intermitenta. Durata de existenta: pe perioada functionarii spatiului comercial."
2016;47;15-01-2016;19-12-2015;442484;26-11-2015;P+E+Eretras;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Vlahuta Alexandru, nr. 18";"CASĂ UNIFAMILIALĂ P+E+Eretras, ÎMPREJMUIRE, AMENAJARI EXTERIOARE."
2016;48;15-01-2016;21-12-2015;457734;09-12-2015;Sp+P+E;construire,modificari interioare,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Fagetului, nr. 10C";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE CASĂ UNIFAMILIALĂ Sp+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.935/24.07.2015. Modificarile propuse: modificari interioare si la fatade, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;49;18-01-2016;23-12-2015;472062;18-12-2015;;construire,etajare;garaj,imprejmuire,amenajari interioare;"judetul Cluj, AGâRBICEANU ION, PIATA, nr. 6A";"MANSARDARE , RECOMPARTIMENTĂRI ȘI MODIFICĂRI FAȚADĂ LA  IMOBIL EXISTENT  ,  , CONSTRUIRE GARAJ  , REABILITARE ÎMPREJMUIRE ."
2016;50;18-01-2016;15-01-2016;337561;14-09-2015;;schimbare destinatie,amenajare,amplasare;comert,marcare,amenajari interioare;"judetul Cluj, Emil Zola, nr. 1";"SCHIMBARE DE DESTINATIE DIN SPATIU COMERCIAL IN SEDIU DE BANCA, RECOMPARTIMENTARI SI AMENAJARI INTERIOARE SI AMPLASARE FIRMA LUMINOASA"
2016;51;19-01-2016;19-12-2015;453490;07-12-2015;P+E+Eretras;construire,amenajare;locuinte unifamiliale-izolate,locuinte colective,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Pajistei, nr. 19";"LOCUINTA CU DOUA APARTAMENTE P+E+Eretras, ÎMPREJMUIRE, AMENAJARI EXTERIOARE."
2016;52;20-01-2016;20-01-2016;392861;23-10-2015;P;extindere,bransare,amenajare;;"judetul Cluj, SPERANȚEI";"AMENAJARE DRUM  DE ACCES  CONFORM P.U.Z. /PUD  APROBAT CU H.C.L. NR. 288 DIN 08.07.2008, EXTINDERE  CONDUCTE DE APĂ , GAZE NATURALE DE PRESIUNE  REDUSĂ ȘI REȚEA  ELECTRICĂ ( in  montaj subteran)  ."
2016;53;20-01-2016;16-12-2015;440577;25-11-2015;;bransare;;"judetul Cluj, Blănarilor , Patriciu Barbu , Gherasim Domide, Livezii, Călimănești, Ion  Viteazul, Ecaterina Varga, Zizinului , Olănești";"INLOCUIRE CONDUCTE DE GAZE NATURALE DE   PRESIUNE REDUSĂ     SI  BRANSAMENTE  DE GAZE NATURALE DE    PRESIUNE  REDUSĂ  ( in montaj subteran) pe străzile:   Blănarilor , Patriciu Barbu , Gherasim Domide, Livezii, Călimănești, Ion  Viteazul, Ecaterina Varga, Zizinului , Olănești  ."
2016;54;20-01-2016;04-01-2016;458257;10-12-2015;;bransare;;"judetul Cluj, Strada Prislop, nr. 4A";"ALIMENTARE CU ENERGIE ELECTRICA IMOBIL EXISTENT"
2016;55;20-01-2016;17-12-2015;460049;10-12-2015;;bransare;;"judetul Cluj, GalaTI, nr. 16";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA( in montaj subteran) ,   P.R."
2016;56;20-01-2016;06-01-2016;469618;17-12-2015;;bransare;;"judetul Cluj, Strada Fabricii de Zahar, nr. 51";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2016;57;20-01-2016;06-01-2016;471449;18-12-2015;;bransare;;"judetul Cluj, URCUȘULUI  NR. 8";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2016;58;20-01-2016;23-12-2015;471461;18-12-2015;;bransare;;"judetul Cluj, AUREL GURGHIANU NR. 7";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA ( in montaj subteran) ,  P.R."
2016;59;20-01-2016;16-07-2015;476989;23-12-2015;;construire;;"judetul Cluj, TRAIAN";"CONSTRUIRE  POD PESTE RÂUL SOMEŢUL MIC PE STR. TRAIAN ( POD TRAIAN) ."
2016;60;20-01-2016;18-12-2015;464834;15-12-2015;;extindere,etajare,modificari interioare,continuare lucrari,amenajare;locuinte colective,amenajari exterioare;"judetul Cluj, Strada Minerilor, nr. 32, ap. 1. 2";"CONTINUARE DE LUCRARI FARA MODIFICARE DE SOLUTIE LA A.C. NR.1470 DIN 23.12.2011 ELIBERATA PENTRU „MODIFICARI INTERIOARE IN APARTAMENTELE 1 SI 2, EXTINDEREA APARTAMENTULUI 2 PRIN ETAJAREA CASEI EXISTENTE, AMENAJARI EXTERIOARE”"
2016;61;20-01-2016;29-12-2015;465252;15-12-2015;P+M;construire,continuare lucrari;locuinte unifamiliale-izolate,imprejmuire;"judetul Cluj, Foisorului, nr. 26A";"CONTINUAREA LUCRARILOR DE „CONSTRUIRE CASA DE VACANTA P+M, MICROSTATIE DE EPURARE, IMPREJMUIRE PROPRIETATE” AUTORIZATE CU A.C. NR.2279/18.12.2006."
2016;62;20-01-2016;08-12-2015;429920;18-11-2015;PARTER;extindere;balcon;"judetul Cluj, Strada Tasnad, nr. 7, sc. 4, et. parter, ap. 39";"BALCON LA PARTER."
2016;63;20-01-2016;12-12-2015;438765;24-11-2015;;construire,extindere,etajare,modificari interioare,continuare lucrari;locuinte colective,garaj;"judetul Cluj, Strada Pann Anton, nr. 4, ap. 1,2";"CONTINUARE FARA MODIFICARE SOLUTIE CONSTRUCTIVA AUTORIZATA CU A.C. nr.1188/01.09.2009 PENTRU LUCRARI DE „MODIFICARI INTERIOARE, EXTINDERE SI ETAJARE CONSTRUCTIE EXISTENTA SI CONSTRUIRE GARAJ, regim final de inaltime S+P+E+M; nr.final apartamente: 3.”"
2016;64;20-01-2016;15-12-2015;441925;26-11-2015;S+P+E;construire,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Strada Predeal, nr. 40D";"CASĂ UNIFAMILIALĂ S+P+E, ÎMPREJMUIRE, AMENAJARI EXTERIOARE"
2016;65;20-01-2016;19-12-2015;450009;04-12-2015;S+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 4-6";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE S+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.938/24.07.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;66;20-01-2016;19-12-2015;450019;04-12-2015;S+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 8-10";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE S+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.1015/13.08.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;67;20-01-2016;19-12-2015;450037;04-12-2015;S+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 12-14";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE S+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.939/24.07.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;68;20-01-2016;19-12-2015;450040;04-12-2015;S+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 16-18";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE S+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE SI 2 LOCURI DE PARCARE, AUTORIZATE CU A.C. nr.981/05.08.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;69;20-01-2016;19-12-2015;450063;04-12-2015;S+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 20-22";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE S+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE, AUTORIZATE CU A.C. nr.1013/13.08.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;70;20-01-2016;19-12-2015;450070;04-12-2015;D+P+E;construire,amenajare;locuinte unifamiliale-cuplate,imprejmuire,acoperis,amenajari exterioare;"judetul Cluj, Dinu Lipatti, nr. 24-26";"MODIFICARI PE PARCURSUL EXECUTIEI LA LUCRARI DE CONSTRUIRE DOUA CASE UNIFAMILIALE D+P+E IN SISTEM CUPLAT, ÎMPREJMUIRE, AMENAJARI EXTERIOARE SI 2 LOCURI DE PARCARE, AUTORIZATE CU A.C. nr.1014/13.08.2015. Modificarile propuse: schimbare acoperis tip terasa in acoperis tip sarpanta, modificare cota curti de lumina, se incadreaza in limitele avizelor si acordurilor obtinute."
2016;71;20-01-2016;20-01-2016;480319;30-12-2015;D+P+M;construire,modificare solutie,continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Josika Samuel, nr 21";"CONTINUARE DE LUCRARI CU MODIFICARE SOLUTIE AUTORIZATA CU AC nr.401/15.04.2011 PENTRU LUCRARI DE CONSTRUIRE CASA UNIFAMILIALA-B21, IMPREJMUIREA TERENULUI, AMENAJARI EXTERIOARE CU REGIM DE INALTIME D+P+M"
2016;72;20-01-2016;20-01-2016;480314;30-12-2015;P+M;construire,modificare solutie,continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Toma Caragiu, nr 32";"CONTINUARE DE LUCRARI CU MODIFICARE SOLUTIE AUTORIZATA CU AC nr.916/05.08.2011 PENTRU LUCRARI DE CONSTRUIRE CASA UNIFAMILIALA P+M (CASA C32), IMPREJMUIRE SI AMENAJARI EXTERIOARE"
2016;73;20-01-2016;20-01-2016;480316;30-12-2015;D+P+M;construire,modificare solutie,continuare lucrari,amenajare;locuinte unifamiliale-izolate,imprejmuire,amenajari exterioare;"judetul Cluj, Josika Samuel, nr 23";"CONTINUARE DE LUCRARI CU MODIFICARE SOLUTIE AUTORIZATA CU AC nr.73/27.01.2011 PENTRU LUCRARI DE CONSTRUIRE CASA UNIFAMILIALA-B22, IMPREJMUIREA TERENULUI, AMENAJARI EXTERIOARE CU REGIM DE INALTIME D+P+M"
2016;74;20-01-2016;20-01-2016;475734;22-12-2016;S+D+P+M;amenajare;locuinte unifamiliale-izolate,locuinte colective,amenajari exterioare;"judetul Cluj, Victor Papilian, nr 22-30";"CORP „B” - LOCUINTA CU 2 APARTAMENTE SI AMENAJARI EXTERIOARE REGIM DE INALTIME S+D+P+M"
2016;75;20-01-2016;20-01-2016;475722;22-12-2015;S+D+P+M;amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Victor Papilian, nr 22-30";"CORP „A” - LOCUINTA UNIFAMILIALA SI AMENAJARI EXTERIOARE REGIM DE INALTIME S+D+P+M"
2016;76;20-01-2016;20-01-2016;475714;22-12-2015;S+D+P+M;amenajare;locuinte unifamiliale-izolate,locuinte colective,amenajari exterioare;"judetul Cluj, Victor Papilian, nr 22-30";"CORP „C” - LOCUINTA CU 2 APARTAMENTE SI AMENAJARI EXTERIOARE REGIM DE INALTIME S+D+P+M"
2016;77;20-01-2016;20-01-2016;475730;22-12-2015;S+D+P+M;amenajare;locuinte unifamiliale-izolate,amenajari exterioare;"judetul Cluj, Victor Papilian, nr 22-30";"CORP „D” - LOCUINTA UNIFAMILIALA SI AMENAJARI EXTERIOARE REGIM DE INALTIME S+D+P+M"
2016;78;21-01-2016;17-12-2015;463847;14-12-2015;;bransare;;"judetul Cluj, Bulevard 1 Decembrie 1918, nr. 34B";"BRANSAMENT DE GAZE NATURALE DE PRESIUNE REDUSA( in montaj subteran) ,   P.R."
2016;79;21-01-2016;21-01-2016;464197;15-12-2015;;modificari interioare;birouri;"judetul Cluj, Pintea Viteazul, nr 9";"SCHIMBARE PARTIALA DE DESTINATIE DIN BIROURI SI DEPOZIT IN SPATIU LOCATIV SI MODIFICARI INTERIOARE"
